session_id,speaker_id,utterance,emo_indx,dailydialog_DA,swda,swda_indx,emo,prev_swda,next_swda,prev_emo,next_emo,prev_swda_indx,next_swda_indx,prev_emo_indx,next_emo_indx
345,B,I disagree .,0,3,ar,25,no emotion,qw,sd,disgust,no emotion,9,0,2,0
345,B,All you have to do is respect the staff and their opinions .,0,3,sd,0,no emotion,ar,qo,no emotion,no emotion,25,22,0,0
367,A,How about your interview ?,0,2,qo,22,no emotion,sd,sd,no emotion,sadness,0,0,0,5
367,B,They turned me down .,5,1,sd,0,sadness,qo,qw,no emotion,surprise,22,9,0,6
367,A,Why ?,6,2,qw,9,surprise,sd,sv,sadness,surprise,0,2,5,6
367,A,You are so excellent .,6,2,sv,2,surprise,qw,sd,surprise,sadness,9,0,6,5
367,B,I think the only reason is that I was too nervous during the interview and I couldn't express myself the way I wanted to .,5,1,sd,0,sadness,sv,ba,surprise,sadness,2,5,6,5
367,A,What a shame !,5,1,ba,5,sadness,sd,sv,sadness,sadness,0,2,5,5
367,A,You should have showed yourself to them !,5,1,sv,2,sadness,ba,sd,sadness,no emotion,5,0,5,0
367,B,It doesn't matter .,0,1,sd,0,no emotion,sv,oo_co_cc,sadness,no emotion,2,33,5,0
367,B,I'll try other companies .,0,1,oo_co_cc,33,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
367,A,I suggest you hunt for a job on the Internet .,0,3,sd,0,no emotion,oo_co_cc,qy,no emotion,no emotion,33,6,0,0
367,B,On the Internet ?,0,2,qy,6,no emotion,sd,ng,no emotion,no emotion,0,26,0,0
367,B,I've never heard of it .,0,2,ng,26,no emotion,qy,sd,no emotion,no emotion,6,0,0,0
367,A,It's very convenient and it has become popular recently .,0,3,sd,0,no emotion,ng,qy,no emotion,no emotion,26,6,0,0
367,B,Is that safe ?,0,2,qy,6,no emotion,sd,na,no emotion,no emotion,0,18,0,0
367,A,"Of course , if you log on some standard websites .",0,3,na,18,no emotion,qy,ft,no emotion,no emotion,6,40,0,0
367,B,Thank you for your advice .,0,4,ft,40,no emotion,na,sd,no emotion,no emotion,18,0,0,0
367,B,I'll have a try .,0,4,sd,0,no emotion,ft,%,no emotion,no emotion,40,3,0,0
371,A,"Ahem ... uh , sir , I beg your pardon ...",0,2,%,3,no emotion,sd,qy,no emotion,no emotion,0,6,0,0
371,A,"Uh , mister , are you waiting to buy a ticket for the movie ?",0,2,qy,6,no emotion,%,qw,no emotion,no emotion,3,9,0,0
371,B,"What's it look like , lady ?",0,2,qw,9,no emotion,qy,qy,no emotion,no emotion,6,6,0,0
371,B,"This is the ticket line I'm standing in , isn't it ?",0,2,qy,6,no emotion,qw,%,no emotion,no emotion,9,3,0,0
371,A,"Well , yes , it is , but ...",0,1,%,3,no emotion,qy,qw,no emotion,no emotion,6,9,0,0
371,B,"So , what's your beef anyway , lady ?",0,2,qw,9,no emotion,%,sd,no emotion,anger,3,0,0,1
371,A,"You just cut into line , in front of me and everyone else , that's what !",1,3,sd,0,anger,qw,ad,no emotion,anger,9,19,0,1
371,A,"Go take your place back at the end of the line , like every - one else !",1,3,ad,19,anger,sd,sd,anger,anger,0,0,1,1
371,B,"Oh sure , lady , and fat chance I'd get a ticket before they're sold out .",1,4,sd,0,anger,ad,qy,anger,anger,19,6,1,1
371,B,"I'm staying right here , understand ?",1,4,qy,6,anger,sd,ad,anger,anger,0,19,1,1
371,B,So be a nice lady and butt out !,1,4,ad,19,anger,qy,qh,anger,anger,6,23,1,1
371,A,Just what gives you the right ... ?,1,2,qh,23,anger,ad,sd,anger,anger,19,0,1,1
371,B,Because I'm no sucker ; only suckers go to the end of the line .,1,1,sd,0,anger,qh,sv,anger,anger,23,2,1,1
371,B,"It's as simple as that , lady .",1,1,sv,2,anger,sd,sv,anger,no emotion,0,2,1,0
371,A,"Well , you're no gentleman , either .",0,1,sv,2,no emotion,sv,sd,anger,no emotion,2,0,1,0
371,B,"Okay , lady , just to show what a gentleman I really am , I'll let you go in front of me .",0,3,sd,0,no emotion,sv,qy,no emotion,no emotion,2,6,0,0
371,B,"Now , just buy your ticket and shut your trap , will you , lady ?",0,3,qy,6,no emotion,sd,ba,no emotion,anger,0,5,0,1
371,A,Whew !,1,4,ba,5,anger,qy,sd,no emotion,anger,6,0,0,1
371,A,I got the last one .,1,4,sd,0,anger,ba,sv,anger,anger,5,2,1,1
371,A,This must be my lucky day !,1,4,sv,2,anger,sd,qw,anger,no emotion,0,9,1,0
371,B,What was that you just said ?,0,1,qw,9,no emotion,sv,qy,anger,no emotion,2,6,1,0
371,B,Last one ... ?,0,1,qy,6,no emotion,qw,sd,no emotion,no emotion,9,0,0,0
371,B,"Hey , they've closed the ticket window !",0,1,sd,0,no emotion,qy,sd,no emotion,no emotion,6,0,0,0
371,A,"Yes , I'm afraid I bought the last ticket , and to think , if you hadn't been such a gentleman ...",0,1,sd,0,no emotion,sd,"fo_o_fw_""_by_bc",no emotion,anger,0,17,0,1
371,B,Lady !,1,3,"fo_o_fw_""_by_bc",17,anger,sd,sd,no emotion,anger,0,0,0,1
371,B,This is unfair !,1,3,sd,0,anger,"fo_o_fw_""_by_bc",sd,anger,anger,17,0,1,1
371,B,I've been cheated !,1,3,sd,0,anger,sd,sd,anger,anger,0,0,1,1
371,B,I was in line before you.That should have been my ticket !,1,3,sd,0,anger,sd,ad,anger,anger,0,19,1,1
371,B,"Come on , hand it over , lady !",1,3,ad,19,anger,sd,sd,anger,anger,0,0,1,1
371,A,Gentleman !,1,4,sd,0,anger,ad,%,anger,anger,19,3,1,1
371,A,Hah !,1,4,%,3,anger,sd,sd,anger,anger,0,0,1,1
371,A,Fat chance !,1,4,sd,0,anger,%,%,anger,anger,3,3,1,1
371,A,Hah !,1,4,%,3,anger,sd,ad,anger,anger,0,19,1,1
371,A,"Eat your heart out , sucker !",1,4,ad,19,anger,%,%,anger,anger,3,3,1,1
371,A,Hah !,1,4,%,3,anger,ad,qo,anger,no emotion,19,22,1,0
381,A,What do you think of this dress ?,0,2,qo,22,no emotion,%,qy,anger,no emotion,3,6,1,0
381,A,Do you think it suits me ?,0,2,qy,6,no emotion,qo,na,no emotion,happiness,22,18,0,4
381,B,Sure .,4,3,na,18,happiness,qy,ad,no emotion,happiness,6,19,0,4
381,B,Why don't you try it on ?,4,3,ad,19,happiness,na,sd,happiness,happiness,18,0,4,4
381,B,The fitting room is over there .,4,3,sd,0,happiness,ad,sd,happiness,happiness,19,0,4,4
381,A,It's just the right size-a perfect fit !,4,2,sd,0,happiness,sd,qy,happiness,happiness,0,6,4,4
381,A,Have you seen anything you like ?,4,2,qy,6,happiness,sd,sd,happiness,no emotion,0,0,4,0
381,B,I'm thinking about buying this sweater .,0,1,sd,0,no emotion,qy,sd,happiness,no emotion,6,0,4,0
381,B,"I know it's June now , but it will be perfect for autumn and winter .",0,1,sd,0,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
381,A,"It looks too big for you , but I like the color and the material is good quality .",0,2,sd,0,no emotion,sd,qy,no emotion,no emotion,0,6,0,0
381,A,Is it on sale ?,0,2,qy,6,no emotion,sd,ny,no emotion,no emotion,0,7,0,0
381,B,"Yes , it's half price .",0,1,ny,7,no emotion,qy,sd,no emotion,no emotion,6,0,0,0
381,B,It's supposed to be too large--that's the fashion .,0,1,sd,0,no emotion,ny,aap_am,no emotion,no emotion,7,34,0,0
381,A,"I might get one too , but in a different color .",0,1,aap_am,34,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
381,A,I prefer light blue to white .,0,1,sd,0,no emotion,aap_am,qy,no emotion,happiness,34,6,0,4
381,B,"There.It looks great , don't you think ?",4,2,qy,6,happiness,sd,sd,no emotion,happiness,0,0,0,4
381,B,I'm going to get these jeans as well .,4,2,sd,0,happiness,qy,sd,happiness,happiness,6,0,4,4
381,B,I need a new pair .,4,2,sd,0,happiness,sd,sd,happiness,happiness,0,0,4,4
381,B,I'm also going to buy this scarf ready for winter .,4,2,sd,0,happiness,sd,qy,happiness,surprise,0,6,4,6
381,A,I'm getting this beret ?,6,2,qy,6,surprise,sd,qy,happiness,surprise,0,6,4,6
381,A,Doesn't it look cool ?,6,2,qy,6,surprise,qy,sd,surprise,surprise,6,0,6,6
381,A,"I'd like to get some jeans too , but I don't have enough cash on me .",6,2,sd,0,surprise,qy,^q,surprise,no emotion,6,15,6,0
381,B,Don't worry .,0,3,^q,15,no emotion,sd,sd,surprise,no emotion,0,0,6,0
381,B,I'Ve got my credit card .,0,3,sd,0,no emotion,^q,sd,no emotion,no emotion,15,0,0,0
381,B,You can pay me back later .,0,3,sd,0,no emotion,sd,ft,no emotion,happiness,0,40,0,4
381,A,Thanks !,4,4,ft,40,happiness,sd,sd,no emotion,happiness,0,0,0,4
381,A,Now I don't need to come back to the shop a second time .,4,4,sd,0,happiness,ft,qw,happiness,no emotion,40,9,4,0
410,A,What time is it ?,0,2,qw,9,no emotion,sd,sd,happiness,no emotion,0,0,4,0
410,B,Ten to nine .,0,1,sd,0,no emotion,qw,sd,no emotion,no emotion,9,0,0,0
410,A,Your watch is ten minutes slow .,0,3,sd,0,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
410,A,So it's should be nine sharp .,0,3,sd,0,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
410,A,I'm gonna be late again .,0,3,sd,0,no emotion,sd,qw,no emotion,no emotion,0,9,0,0
410,A,What will be my excuse this time ?,0,3,qw,9,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
410,A,It should be set the alarm for seven thirty .,0,3,sd,0,no emotion,qw,qy,no emotion,no emotion,9,6,0,0
410,B,"Don't cry over spilled milk , Fred ?",0,3,qy,6,no emotion,sd,qy,no emotion,no emotion,0,6,0,0
410,B,Could you stay with me a few minutes ?,0,3,qy,6,no emotion,qy,br,no emotion,no emotion,6,27,0,0
410,A,What ?,0,2,br,27,no emotion,qy,br,no emotion,no emotion,6,27,0,0
410,A,Why ?,0,2,br,27,no emotion,br,qw,no emotion,no emotion,27,9,0,0
410,A,What's wrong with you ?,0,2,qw,9,no emotion,br,sd,no emotion,sadness,27,0,0,5
410,B,I just hate being alone at home with nothing to do about listen to the clock ticking.It ' s so lonely and boring .,5,1,sd,0,sadness,qw,sd,no emotion,sadness,9,0,0,5
410,B,My sickness makes it worse .,5,1,sd,0,sadness,sd,qw,sadness,sadness,0,9,5,5
410,B,When will I recover ?,5,1,qw,9,sadness,sd,sd,sadness,no emotion,0,0,5,0
410,A,"You will be fine in the couple of month , just be patient .",0,1,sd,0,no emotion,qw,sd,sadness,no emotion,9,0,5,0
410,A,"I've got to woke now , I'll be late .",0,1,sd,0,no emotion,sd,sd,no emotion,sadness,0,0,0,5
410,B,You only care about your work .,5,1,sd,0,sadness,sd,fa,no emotion,no emotion,0,39,0,0
410,A,"Sorry , baby , you are everything to me .",0,1,fa,39,no emotion,sd,sd,sadness,no emotion,0,0,5,0
410,A,all I do just for our family .,0,1,sd,0,no emotion,fa,ad,no emotion,no emotion,39,19,0,0
410,B,"Stay just a few minutes longer , OK ?",0,3,ad,19,no emotion,sd,na,no emotion,no emotion,0,18,0,0
410,A,"OK , I'll leave at 9:15 , Is that all right ?",0,2,na,18,no emotion,ad,ny,no emotion,happiness,19,7,0,4
410,B,Yes .,4,1,ny,7,happiness,na,oo_co_cc,no emotion,no emotion,18,33,0,0
410,A,"I'll spent more time with you in the future , Dina .",0,3,oo_co_cc,33,no emotion,ny,ft,happiness,happiness,7,40,4,4
410,B,Thank you .,4,4,ft,40,happiness,oo_co_cc,sd,no emotion,happiness,33,0,0,4
414,A,I'm in heaven !,4,1,sd,0,happiness,ft,sd,happiness,happiness,40,0,4,4
414,A,A Whirlpool dryer !,4,1,sd,0,happiness,sd,sd,happiness,happiness,0,0,4,4
414,B,"I love them , too .",4,3,sd,0,happiness,sd,oo_co_cc,happiness,happiness,0,33,4,4
414,B,Let's move into the kitchen .,4,3,oo_co_cc,33,happiness,sd,ad,happiness,happiness,0,19,4,4
414,B,Wait until you see the refrigerator .,4,3,ad,19,happiness,oo_co_cc,sd,happiness,happiness,33,0,4,4
414,A,This is too good to be true .,4,1,sd,0,happiness,ad,sd,happiness,happiness,19,0,4,4
414,B,And the stove is brand new .,4,2,sd,0,happiness,sd,qy,happiness,happiness,0,6,4,4
414,B,"You know how to use a gas stove , right ?",4,2,qy,6,happiness,sd,ny,happiness,happiness,0,7,4,4
414,A,Yes .,4,1,ny,7,happiness,qy,sd,happiness,happiness,6,0,4,4
414,A,We've lived in Taiwan for a while .,4,1,sd,0,happiness,ny,sd,happiness,happiness,7,0,4,4
414,A,"I had a gas stove in the States , too .",4,1,sd,0,happiness,sd,sd,happiness,happiness,0,0,4,4
414,B,It's better for cooking Chinese food .,4,2,sd,0,happiness,sd,qo,happiness,happiness,0,22,4,4
414,B,"Well , what do you think ?",4,2,qo,22,happiness,sd,sv,happiness,happiness,0,2,4,4
414,A,We love it .,4,1,sv,2,happiness,qo,sd,happiness,happiness,22,0,4,4
414,A,But we'd like to know about the neighbors .,4,1,sd,0,happiness,sv,fp,happiness,no emotion,2,29,4,0
427,A,"Hello , this is Li Bo speaking .",0,1,fp,29,no emotion,sd,fp,happiness,no emotion,0,29,4,0
427,B,"Hi , I am Liu Ming .",0,1,fp,29,no emotion,fp,sd,no emotion,no emotion,29,0,0,0
427,B,I am calling to tell you that I have got the job .,0,1,sd,0,no emotion,fp,ba,no emotion,happiness,29,5,0,4
427,A,"Oh , that is wonderful .",4,1,ba,5,happiness,sd,ba,no emotion,happiness,0,5,0,4
427,A,Congratulations !,4,1,ba,5,happiness,ba,sd,happiness,happiness,5,0,4,4
427,B,I really feel grateful to you for your reference .,4,1,sd,0,happiness,ba,sd,happiness,happiness,5,0,4,4
427,B,They have mentioned this in the job interview .,4,1,sd,0,happiness,sd,ba,happiness,happiness,0,5,4,4
427,A,Don't mention it .,4,1,ba,5,happiness,sd,sv,happiness,happiness,0,2,4,4
427,A,I think that is because you have right qualifications and nice personality .,4,1,sv,2,happiness,ba,ft,happiness,happiness,5,40,4,4
427,B,Thanks again .,4,1,ft,40,happiness,sv,sd,happiness,happiness,2,0,4,4
427,B,I will start on next Monday .,4,1,sd,0,happiness,ft,sv,happiness,happiness,40,2,4,4
427,B,I am sure I will have good performance .,4,1,sv,2,happiness,sd,aa,happiness,no emotion,0,4,4,0
427,A,I agree .,0,1,aa,4,no emotion,sv,sd,happiness,no emotion,2,0,4,0
428,A,I am a student in Cambridge University .,0,3,sd,0,no emotion,aa,sd,no emotion,no emotion,4,0,0,0
428,A,"I read your ad , I want to know something more about your room , please ?",0,3,sd,0,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
428,B,"It's a big bedroom with a drawing room , facing a beautiful wood .",0,4,sd,0,no emotion,sd,qy,no emotion,no emotion,0,6,0,0
428,A,Is there a bathroom ?,0,2,qy,6,no emotion,sd,nn,no emotion,no emotion,0,10,0,0
428,B,"No , but there is one downstairs , which my daughter used some years ago .",0,1,nn,10,no emotion,qy,ba,no emotion,happiness,6,5,0,4
428,A,It sounds good .,4,3,ba,5,happiness,nn,qy,no emotion,happiness,10,6,0,4
428,A,Could I go and see it myself ?,4,3,qy,6,happiness,ba,na,happiness,no emotion,5,18,4,0
428,B,"Certainly , you're welcome anytime .",0,4,na,18,no emotion,qy,fc,happiness,no emotion,6,8,4,0
428,A,See you later !,0,1,fc,8,no emotion,na,fp,no emotion,no emotion,18,29,0,0
428,B,"( after a while ) Good afternoon , Mrs.Smith .",0,1,fp,29,no emotion,fc,sd,no emotion,no emotion,8,0,0,0
428,B,I called you just now .,0,1,sd,0,no emotion,fp,bk,no emotion,happiness,29,11,0,4
428,A,Welcome !,4,3,bk,11,happiness,sd,ad,no emotion,happiness,0,19,0,4
428,A,"Come in , please !",4,3,ad,19,happiness,bk,b,happiness,no emotion,11,1,4,0
428,B,Yes .,0,4,b,1,no emotion,ad,ad,happiness,no emotion,19,19,4,0
428,A,This way please .,0,3,ad,19,no emotion,b,sd,no emotion,no emotion,1,0,0,0
428,A,Your room is upstairs ...,0,3,sd,0,no emotion,ad,"fo_o_fw_""_by_bc",no emotion,no emotion,19,17,0,0
428,A,Here it is .,0,3,"fo_o_fw_""_by_bc",17,no emotion,sd,ba,no emotion,happiness,0,5,0,4
428,B,Wonderful !,4,4,ba,5,happiness,"fo_o_fw_""_by_bc",sd,no emotion,happiness,17,0,0,4
428,B,"A modest , comfortable room .",4,4,sd,0,happiness,ba,sd,happiness,happiness,5,0,4,4
428,B,"Ah , a beautiful window , through which I can see a beautiful scene , and hear the birds singing .",4,4,sd,0,happiness,sd,ba,happiness,happiness,0,5,4,4
428,B,How nice !,4,4,ba,5,happiness,sd,sd,happiness,no emotion,0,0,4,0
428,A,"Yes , if you want to wash something , there is a separate lavatory room outside .",0,1,sd,0,no emotion,ba,ba,happiness,happiness,5,5,4,4
428,B,Excellent !,4,2,ba,5,happiness,sd,sv,no emotion,happiness,0,2,0,4
428,B,I like it !,4,2,sv,2,happiness,ba,qw,happiness,happiness,5,9,4,4
428,B,When can I move in ?,4,2,qw,9,happiness,sv,na,happiness,no emotion,2,18,4,0
428,A,Anytime you like .,0,1,na,18,no emotion,qw,aa,happiness,happiness,9,4,4,4
428,B,OK .,4,1,aa,4,happiness,na,sd,no emotion,happiness,18,0,0,4
464,A,I've got some great news for you !,4,3,sd,0,happiness,aa,qy,happiness,no emotion,4,6,4,0
464,B,Did you get the position you wanted ?,0,2,qy,6,no emotion,sd,na,happiness,happiness,0,18,4,4
464,A,"Yes , I'll be promoted to department manager .",4,1,na,18,happiness,qy,sd,no emotion,happiness,6,0,0,4
464,B,I'm glad to hear that .,4,1,sd,0,happiness,na,ba,happiness,happiness,18,5,4,4
464,B,Congratulations !,4,1,ba,5,happiness,sd,ft,happiness,happiness,0,40,4,4
464,A,Thank you .,4,1,ft,40,happiness,ba,sd,happiness,happiness,5,0,4,4
464,A,"Actually , I could not believe it at first .",4,1,sd,0,happiness,ft,sd,happiness,happiness,40,0,4,4
464,A,"You know , there're so many outstanding people in our company .",4,1,sd,0,happiness,sd,sd,happiness,happiness,0,0,4,4
464,A,Many of them are qualified to fill that position .,4,1,sd,0,happiness,sd,sd,happiness,happiness,0,0,4,4
464,B,"Sure , but you really did great and outperformed the others .",4,1,sd,0,happiness,sd,sd,happiness,happiness,0,0,4,4
464,B,You deserved it !,4,1,sd,0,happiness,sd,ft,happiness,no emotion,0,40,4,0
464,A,Thank you very much .,0,1,ft,40,no emotion,sd,fp,happiness,no emotion,0,29,4,0
465,A,Thank you for a lovely day .,0,1,fp,29,no emotion,ft,sd,no emotion,no emotion,40,0,0,0
465,A,I really enjoyed it .,0,1,sd,0,no emotion,fp,sv,no emotion,no emotion,29,2,0,0
465,B,It was nice to have you with us .,0,1,sv,2,no emotion,sd,ft,no emotion,no emotion,0,40,0,0
465,A,Thank you for the picnic too .,0,1,ft,40,no emotion,sv,sd,no emotion,no emotion,2,0,0,0
465,A,It was supper .,0,1,sd,0,no emotion,ft,bk,no emotion,happiness,40,11,0,4
465,B,Not at all .,4,3,bk,11,happiness,sd,sd,no emotion,happiness,0,0,0,4
465,B,It was a pleasure .,4,3,sd,0,happiness,bk,sd,happiness,happiness,11,0,4,4
465,B,Perhaps you will come out with us again while you are here .,4,3,sd,0,happiness,sd,na,happiness,happiness,0,18,4,4
465,A,"Yes , I'd love to .",4,4,na,18,happiness,sd,fc,happiness,happiness,0,8,4,4
465,A,Thanks again .,4,4,fc,8,happiness,na,fc,happiness,happiness,18,8,4,4
465,A,Goodbye .,4,4,fc,8,happiness,fc,fc,happiness,no emotion,8,8,4,0
465,B,Goodbye .,0,1,fc,8,no emotion,fc,fp,happiness,no emotion,8,29,4,0
466,A,"Hi , Customer Service Desk .",0,2,fp,29,no emotion,fc,fp,no emotion,no emotion,8,29,0,0
466,A,"What can I do for you today , sir ?",0,2,fp,29,no emotion,fp,fp,no emotion,no emotion,29,29,0,0
466,B,Good morning .,0,3,fp,29,no emotion,fp,sd,no emotion,no emotion,29,0,0,0
466,B,I bought this vacuum here a few months ago .,0,3,sd,0,no emotion,fp,sd,no emotion,no emotion,29,0,0,0
466,B,It doesn't work now .,0,3,sd,0,no emotion,sd,qy,no emotion,no emotion,0,6,0,0
466,B,Can I return it or get it fixed ?,0,3,qy,6,no emotion,sd,qy,no emotion,no emotion,0,6,0,0
466,A,Do you have your receipt with you ?,0,2,qy,6,no emotion,qy,ny,no emotion,no emotion,6,7,0,0
466,B,"Yes , I do .",0,1,ny,7,no emotion,qy,qw,no emotion,no emotion,6,9,0,0
466,A,When did you buy it from our store ?,0,2,qw,9,no emotion,ny,sd,no emotion,no emotion,7,0,0,0
466,B,Four months ago .,0,1,sd,0,no emotion,qw,fa,no emotion,sadness,9,39,0,5
466,A,I'm sorry .,5,4,fa,39,sadness,sd,sv,no emotion,sadness,0,2,0,5
466,A,You can't return it because too much time has passed since you purchased it .,5,4,sv,2,sadness,fa,sv,sadness,sadness,39,2,5,5
466,A,"In order to receive a refund , you must return merchandise to the store within 90 days of purchase .",5,4,sv,2,sadness,sv,sv,sadness,no emotion,2,2,5,0
466,B,But the direction book says I will get one-year warranty .,0,1,sv,2,no emotion,sv,aa,sadness,no emotion,2,4,5,0
466,A,"Yes , I know .",0,1,aa,4,no emotion,sv,sv,no emotion,no emotion,2,2,0,0
466,A,"After 90 days , you need to call the company that manufactured the vacuum to fix it because it's still under their warranty .",0,1,sv,2,no emotion,aa,sd,no emotion,no emotion,4,0,0,0
466,A,Their phone number should be in the direction book that came with your vacuum .,0,1,sd,0,no emotion,sv,aa,no emotion,happiness,2,4,0,4
466,B,Okay .,4,1,aa,4,happiness,sd,aa,no emotion,happiness,0,4,0,4
466,B,I understand .,4,1,aa,4,happiness,aa,oo_co_cc,happiness,happiness,4,33,4,4
466,B,I'll call the Customer Service Office of the manufacturer .,4,1,oo_co_cc,33,happiness,aa,fc,happiness,happiness,4,8,4,4
466,B,Thank you .,4,1,fc,8,happiness,oo_co_cc,fc,happiness,happiness,33,8,4,4
466,A,You're welcome .,4,1,fc,8,happiness,fc,sd,happiness,no emotion,8,0,4,0
467,A,"Excuse me , I'm looking for the Alands Morrissette album Supposed Former Infatuation Junkie .",0,3,sd,0,no emotion,fc,^h,happiness,no emotion,8,24,4,0
467,B,Let's see .,0,4,^h,24,no emotion,sd,sv,no emotion,no emotion,0,2,0,0
467,B,"If we have it , it should be over there under M .",0,4,sv,2,no emotion,^h,sd,no emotion,no emotion,24,0,0,0
467,B,"Hmm , it looks like we've sold out of that one , but we should be getting some more copies in soon .",0,4,sd,0,no emotion,sv,sv,no emotion,no emotion,2,2,0,0
467,B,"If you want , we can order it for you .",0,4,sv,2,no emotion,sd,sd,no emotion,no emotion,0,0,0,0
467,A,"That's okay , I'll just check back later .",0,2,sd,0,no emotion,sv,qy,no emotion,no emotion,2,6,0,0
467,A,Do you have the new Sting album ?,0,2,qy,6,no emotion,sd,na,no emotion,no emotion,0,18,0,0
467,B,"Yes , it's right over here .",0,1,na,18,no emotion,qy,ba,no emotion,happiness,6,5,0,4
467,A,Great .,4,2,ba,5,happiness,na,sd,no emotion,happiness,18,0,0,4
467,A,One last question .,4,2,sd,0,happiness,ba,qw,happiness,happiness,5,9,4,4
467,A,Where is your jazz section ?,4,2,qw,9,happiness,sd,sd,happiness,no emotion,0,0,4,0
467,B,Back there against that wall .,0,1,sd,0,no emotion,qw,bk,happiness,happiness,9,11,4,4
467,A,"Oh , I see it .",4,1,bk,11,happiness,sd,ft,no emotion,happiness,0,40,0,4
467,A,Thanks for your help .,4,1,ft,40,happiness,bk,fc,happiness,happiness,11,8,4,4
467,B,No problem .,4,1,fc,8,happiness,ft,sd,happiness,happiness,40,0,4,4
472,A,I was really glad to hear about your award .,4,1,sd,0,happiness,fc,ba,happiness,happiness,8,5,4,4
472,A,Congratulations !,4,1,ba,5,happiness,sd,ba,happiness,happiness,0,5,4,4
472,B,"Thanks , Denise .",4,1,ba,5,happiness,ba,sd,happiness,happiness,5,0,4,4
472,B,"Actually , I was really surprised .",4,1,sd,0,happiness,ba,sd,happiness,happiness,5,0,4,4
472,B,"I mean , there were a lot of qualified people out there .",4,1,sd,0,happiness,sd,b,happiness,happiness,0,1,4,4
472,A,Sure .,4,1,b,1,happiness,sd,sd,happiness,happiness,0,0,4,4
472,A,But the work you did was really exceptional !,4,1,sd,0,happiness,b,sd,happiness,happiness,1,0,4,4
472,A,You definitely deserved it !,4,1,sd,0,happiness,sd,ft,happiness,happiness,0,40,4,4
472,B,Thanks a lot .,4,1,ft,40,happiness,sd,sd,happiness,happiness,0,0,4,4
472,B,"I expect to see your name nominated pretty soon , too .",4,1,sd,0,happiness,ft,sd,happiness,happiness,40,0,4,4
472,B,You'Ve been doing some great work !,4,1,sd,0,happiness,sd,fp,happiness,no emotion,0,29,4,0
474,A,"Oh hi , Linda , this is Todd .",0,1,fp,29,no emotion,sd,fp,happiness,happiness,0,29,4,4
474,B,"Yes , Todd , how nice to hear your voice !",4,1,fp,29,happiness,fp,sd,no emotion,happiness,29,0,0,4
474,A,"Linda , I just wanted to say that I had a wonderful evening with you last Friday .",4,1,sd,0,happiness,fp,sd,happiness,happiness,29,0,4,4
474,B,"I really enjoyed our evening together , Todd .",4,1,sd,0,happiness,sd,sd,happiness,happiness,0,0,4,4
474,A,I had fun also and was wondering if you would like to go hiking with me in the mountains on Saturday .,4,3,sd,0,happiness,sd,sd,happiness,happiness,0,0,4,4
474,B,Hiking would be perfect !,4,3,sd,0,happiness,sd,qy,happiness,happiness,0,6,4,4
474,B,May I bring along a picnic lunch for us to share ?,4,3,qy,6,happiness,sd,sd,happiness,happiness,0,0,4,4
474,A,A picnic lunch would be a nice thing to have along .,4,4,sd,0,happiness,qy,oo_co_cc,happiness,no emotion,6,33,4,0
474,B,"I'll work on the lunch , and you can work out the details of where we will go .",0,2,oo_co_cc,33,no emotion,sd,qw,happiness,no emotion,0,9,4,0
474,B,What time will you be at my house ?,0,2,qw,9,no emotion,oo_co_cc,qy,no emotion,no emotion,33,6,0,0
474,A,"Nine would be good , don't you think ?",0,3,qy,6,no emotion,qw,sd,no emotion,no emotion,9,0,0,0
474,B,Nine is good .,0,4,sd,0,no emotion,qy,sd,no emotion,no emotion,6,0,0,0
474,B,See you on Saturday !,0,4,sd,0,no emotion,sd,sv,no emotion,happiness,0,2,0,4
491,A,I think that you look very cute today .,4,1,sv,2,happiness,sd,bh,no emotion,happiness,0,14,0,4
491,B,Is that right ?,4,1,bh,14,happiness,sv,sd,happiness,happiness,2,0,4,4
491,B,This is a brand new outfit .,4,1,sd,0,happiness,bh,qw,happiness,no emotion,14,9,4,0
491,A,What store did you get it from ?,0,2,qw,9,no emotion,sd,sd,happiness,no emotion,0,0,4,0
491,B,I went to Macy's and picked it out .,0,1,sd,0,no emotion,qw,sd,no emotion,happiness,9,0,0,4
491,A,I love your outfit right now .,4,1,sd,0,happiness,sd,sv,no emotion,happiness,0,2,0,4
491,B,"Well , I think you look nice today too .",4,1,sv,2,happiness,sd,ft,happiness,happiness,0,40,4,4
491,A,Thanks .,4,1,ft,40,happiness,sv,sd,happiness,happiness,2,0,4,4
491,A,I found these new shoes earlier at the store .,4,1,sd,0,happiness,ft,sv,happiness,no emotion,40,2,4,0
491,B,I think that those are some really nice shoes .,0,2,sv,2,no emotion,sd,qw,happiness,no emotion,0,9,4,0
491,B,What kind are they ?,0,2,qw,9,no emotion,sv,sd,no emotion,no emotion,2,0,0,0
491,A,These are Chucks .,0,1,sd,0,no emotion,qw,sd,no emotion,no emotion,9,0,0,0
491,B,Your shoes look really nice .,0,2,sd,0,no emotion,sd,qw,no emotion,no emotion,0,9,0,0
